tier	why	phrase	address
2	ngram5	ecstasy — as Bitcoin conquers	1LokXUtbUvupNjmLjtgrD7SXaUvJdJDgHi
2	ngram5	ecstasy — as Bitcoin conquers	14HWksm5ZJhuEVYoJGmeooWvptrAQ3AzAW
2	ngram5_lower	ecstasy — as bitcoin conquers	178TuUsVWLeK9SXCBsehPqJYVUVe44C795
2	ngram5_lower	ecstasy — as bitcoin conquers	18CTAosnzkhfSUE1BmcsRwcWc5k6C5QzdU
2	ngram5	— as Bitcoin conquers fear	1FnciqWs4EgrSm2i5VQPsGoHc743qmqckE
2	ngram5	— as Bitcoin conquers fear	1EA7M2CTXhjJFqNQojPk9d8HVVJdbLgj59
2	ngram5_lower	— as bitcoin conquers fear	187tpnCPEj1B9LhwAtGq32rrSaFSmvEfYt
2	ngram5_lower	— as bitcoin conquers fear	12uqsZVtYDXZDofW2TrhTbmhifu5G3KXXD
2	ngram5	as Bitcoin conquers fear and	1BsAwubyZGwtyDF5mvnPVEwV4KVqppDmdr
2	ngram5	as Bitcoin conquers fear and	1FcnocVRr5F3gFoQ6LbQFo2UcVoDSYCp4P
2	ngram5_lower	as bitcoin conquers fear and	133F3TKV3fZsC2B4rq1w8bbb78cVSMxfhV
2	ngram5_lower	as bitcoin conquers fear and	1PBAJRkKUkwC6yNiPbsZJ9s2TiDvxDvwdb
2	ngram5	Bitcoin conquers fear and hate	1M1jaXZDmGqgyDBgRoUhEp1a9vSKP8ADGa
2	ngram5	Bitcoin conquers fear and hate	1FwjuqPGvvm9z2xJ7zKs96cVJT6xWqhEAs
2	ngram5_lower	bitcoin conquers fear and hate	1NgcWMbaPtjqeX9d4atxMJa95B84oUkW6o
2	ngram5_lower	bitcoin conquers fear and hate	19jMwKP7bfBZu5xsUGSGBGgScy9cGwdEjz
2	ngram5	conquers fear and hate and	1BvtaqeAHUAWoVVS153Vyog4fWya9Hso4h
2	ngram5	conquers fear and hate and	18487SUTCmU1EFyhyygUbZXAfiuTnz9hyD
2	ngram5	fear and hate and replaces	1BQVdcjtdKoeQt5DJ1EaAiQzMEBaJ2JgE9
2	ngram5	fear and hate and replaces	1E1yzhZsqsu9mT7mXzqMCLe589FvG2Ssdc
2	ngram5	and hate and replaces it	1CNwd2ypmEm1N7wUQML73QiNEDakzPTYuc
2	ngram5	and hate and replaces it	1AhmhGTKvF3qAmpG8T7HELior5hWMUoaxz
2	ngram5	hate and replaces it with	1HQKxNcv2k4NabcFn7bp1UtirutD1CGFKX
2	ngram5	hate and replaces it with	1C2yNqEQb8rrgqzhYRJuinD2r4KJaonhC3
2	ngram5	and replaces it with peace	1JxUJiHdY1ojDCyy6jAswKYBNJnUsNMkrg
2	ngram5	and replaces it with peace	1DiWUXihHa2LvSH9QwtHsLcdb7XB91Q1EB
2	ngram5	replaces it with peace and	1GUqiJnrPmtu1jvfUWBxdFnaznUXu4AdyQ
2	ngram5	replaces it with peace and	16pvhoDiDmPaQXEgZ2btSLePtoQjmNAY8W
2	ngram5	it with peace and love.	12Th5sFqBPSyAoQsjrPvmepg4kFc6EYiRN
2	ngram5	it with peace and love.	18ffQgFhgeNgyBHxFDSLspxC3xwQtWjk68
2	ngram5	with peace and love. MAX	1HqqB5NqaPELLrunJCgTKtacA4VCKWeHXQ
2	ngram5	with peace and love. MAX	1G916oKvhkxz1yvypKf6LtrHP5MWwdzUy2
2	ngram5_lower	with peace and love. max	14Do8sY9rif9UCFy3mx7gzgCdhbWw7kXqy
2	ngram5_lower	with peace and love. max	1PZuFLck1QqzzFRskheqx44vXxdNZrLA7q
2	ngram5	peace and love. MAX KEISER	1CXLeKHwPuZbz6HkEgQXKL57NdGdBFTKnu
2	ngram5	peace and love. MAX KEISER	1Bw8use3TJxNNA2YRg7RdcbJdhiiKmEXfy
2	ngram5_lower	peace and love. max keiser	12MxEc3aoubLaaPZzwFSWfFe7T2YaubvHz
2	ngram5_lower	peace and love. max keiser	1BYGN58151ohM8XVAYUFKjZjw4CBFrpYCC
2	ngram6	BITCOIN IS TOXIC AF Here's the	1Lp6sfYx487FLQya972L86jfwWW2RFLjWA
2	ngram6	BITCOIN IS TOXIC AF Here's the	18U3UFVpFM9ZNUFAVk1DgCBZgbnLbG8kzG
2	ngram6_lower	bitcoin is toxic af here's the	1PSwv8ER9RV1vYEtmUagFWJFAMQHwuU5Zs
2	ngram6_lower	bitcoin is toxic af here's the	19tozusSeKnGKJ6X66rcq2cvFKZ5abY1Mj
2	ngram6	IS TOXIC AF Here's the bitter	1BXiFejUsppkF4mv4eayNmV68AfpA1gjN
2	ngram6	IS TOXIC AF Here's the bitter	1JQ6JmhX8NYz5AZogE92oymiiPKTFvUiW5
2	ngram6_lower	is toxic af here's the bitter	1M4kr8jk8qw1CgWi3hdRZWeFVshzdWTTnn
2	ngram6_lower	is toxic af here's the bitter	1JfyfTTyHyb6sZryknyt7nEYhdrf1aT2ZE
2	ngram6	TOXIC AF Here's the bitter truth.	1HY5Fbif2xpKQiYNzQe5uW5Yy3JYjziEvm
2	ngram6	TOXIC AF Here's the bitter truth.	1A2aq8dpxCkd98mJk9ymmVZTAdHEnnvwbQ
2	ngram6_lower	toxic af here's the bitter truth.	1PsDfJgnyiBDnjohrm1ndHodNF6sqA35hj
2	ngram6_lower	toxic af here's the bitter truth.	1fXWVnnE7UymDXTGqEbpvo4mhegbPZomC
2	ngram6	AF Here's the bitter truth. Bitcoin	15ayZvcpChNwyuSvVCLuXGzoJbXTNtvGxn
2	ngram6	AF Here's the bitter truth. Bitcoin	18VHwNm3srrBFgV2pdbEhj5ZJmguVoJ6aB
2	ngram6_lower	af here's the bitter truth. bitcoin	1LQ8AVV4Hcj2Wph3XkEGxksGHEEQgVDgyu
2	ngram6_lower	af here's the bitter truth. bitcoin	1NpXgCfrnYqGmtibcCXs7USQxxgeHcyzkP
2	ngram6	Here's the bitter truth. Bitcoin was	1LmMPZBTMSJP3DGbNtQPRKH5WmDPj43E44
2	ngram6	Here's the bitter truth. Bitcoin was	15DLN2Zj2ferXKY12fig7XEA8yYGEBTFRg
2	ngram6_lower	here's the bitter truth. bitcoin was	1JqUF7oqnapGyz7f1xk1SXqRCkEHwJHdXJ
2	ngram6_lower	here's the bitter truth. bitcoin was	1HjVc7rspwARxhsGiYqrhC6AZBz66wzZWe
2	ngram6	the bitter truth. Bitcoin was not	13bPqNcjibnzBuuA9G5kYKTM6GvwqvGa4s
2	ngram6	the bitter truth. Bitcoin was not	12AEeVMzqDHGDVJnkxbAyUWVRajUDFqFJD
2	ngram6_lower	the bitter truth. bitcoin was not	13Dy1psX2p1iCjUj6RiumbfDgTGbMBeufw
2	ngram6_lower	the bitter truth. bitcoin was not	1E8NTaCpztUW2588jB8ksedL2p4vhYsi8U
2	ngram6	bitter truth. Bitcoin was not a	1Bc52kD2PtTKqkgtjVuCHySJUR4NJjmkA
2	ngram6	bitter truth. Bitcoin was not a	12G8PfEjXpg68PiVxvkLb7WTcvWbqNm58Y
2	ngram6_lower	bitter truth. bitcoin was not a	1PuthMcUYpzAcGjsFR9z2PSMHeXLSLR5RV
2	ngram6_lower	bitter truth. bitcoin was not a	19MbgRTFp79phsAHuAszKHgSD55GVeCq6h
2	ngram6	truth. Bitcoin was not a reaction	1JmSSiKCjfbBkVcXYq7L9jK8nfLJ1qdEn1
2	ngram6	truth. Bitcoin was not a reaction	18KecVoCivq7hhXtFqBdY8dCYNKQhVTRoo
2	ngram6_lower	truth. bitcoin was not a reaction	12XUfnf1CxaTrmtK6wgTntjbZ46wG6SVCW
2	ngram6_lower	truth. bitcoin was not a reaction	1Bk3JsgBwZYEKhtpHRiDZnjtQM8PUyWPu4
2	ngram6	Bitcoin was not a reaction to	14rtusoanipLGZRzvbZPb7LGFPMUke39P4
2	ngram6	Bitcoin was not a reaction to	12yFnRduUvg3CZvRYgJkNbtv9uhT4wgJTR
2	ngram6_lower	bitcoin was not a reaction to	17jNbFif6yoZ82FURg7VgVWnKSRVKk5FYs
2	ngram6_lower	bitcoin was not a reaction to	12Wwxhub7pVhpePZAEKqHuDpkwQFzjUFpE
2	ngram6	was not a reaction to the	1BQJG3v86jQYSEFBpdSo9FkzignAdzFuZq
2	ngram6	was not a reaction to the	1Nvh5vCAuiqoCudTrNLht7wtffCByV8DuN
2	ngram6	not a reaction to the Global	1BirQ1S8AzFsAY5ikj1pqTzPqNN2MeWTEQ
2	ngram6	not a reaction to the Global	12pdubUDo1LyWCj8SW2WuHGzrLHVSuHAnm
2	ngram6_lower	not a reaction to the global	1NAHqr1whyHozjJGMbruNSPU5BTDz2XDvp
2	ngram6_lower	not a reaction to the global	1DURPMQMP7FrbsBBkkfUakrgotvhGrsJgn
2	ngram6	a reaction to the Global Financial	121rjnpSRheba2chuY8XWtNhgrwWpBq6Hb
2	ngram6	a reaction to the Global Financial	1LEJJbJfhSFTJpurw3MjbgJALL5NEzgTmu
2	ngram6_lower	a reaction to the global financial	1GDMJqeZHrj5mnbiRCaVksGTcMpjFLRdAH
2	ngram6_lower	a reaction to the global financial	1LzWzHP16cgCVhFE42BYWmU8HQAAwgPknw
2	ngram6	reaction to the Global Financial Crisis	1JFEV7w1kJgVs83sSbHobyGxtULvZmZLg3
2	ngram6	reaction to the Global Financial Crisis	1JfjTqkvmC8wV3tXnGZaHUGGosswR3j9Yg
2	ngram6_lower	reaction to the global financial crisis	1Dog5pRwQMBkrPW9WKTzPrRndpMG6XuzNw
2	ngram6_lower	reaction to the global financial crisis	1K8RH8Ac6bsa1F6gZwmoRe76N1TRasrcsh
2	ngram6	to the Global Financial Crisis of	1HdEf9A3S4gPgohKESPY9fQPLPZaNsqaMJ
2	ngram6	to the Global Financial Crisis of	1PzDC8aFEaNAHxwfTVxXiJWhau5MBBotuv
2	ngram6_lower	to the global financial crisis of	1E6W1qZw7PdTF8z7eXugFDPnvPz5MP2jvi
2	ngram6_lower	to the global financial crisis of	1Kx93oyk8NbggGyYhs4M73jNzqV83V2jaS
2	ngram6	the Global Financial Crisis of 2008.	12z5ii9XxwfeHQSxYwLjA7fzKb8wqM8znU
2	ngram6	the Global Financial Crisis of 2008.	1MzTaVP99dfH6rzWxPEkcb4FmrG1rj2mJ8
2	ngram6_lower	the global financial crisis of 2008.	1Ku2iqoBmc9XW9mL5m5wnh5GYstxzSKHUV
2	ngram6_lower	the global financial crisis of 2008.	1Gp6fRxBHXvGWB1xLZ9MuLNHkRzARZckuj
2	ngram6	Global Financial Crisis of 2008. It	13EEc4Sp7EQgjqtS6RcHxBBe3b4y7rX2if
2	ngram6	Global Financial Crisis of 2008. It	1LWTkoKyVB7RjyF12NEkWrs6eHPsULznv3
2	ngram6_lower	global financial crisis of 2008. it	16bHebYKejUPHvuBDD8SJf8a2VqGjo9JFn
2	ngram6_lower	global financial crisis of 2008. it	1NNMDU851XQ5TpsyLeXBSMs242c8hQwZwa
2	ngram6	Financial Crisis of 2008. It caused	16uTRMxFgXwTQDfbhPQxDMSBngLFYdhXRK
2	ngram6	Financial Crisis of 2008. It caused	12spE7aN7H7a6fCZoM1qMg9KwcCQ7wBmtu
2	ngram6_lower	financial crisis of 2008. it caused	18CXbpg9VYcPuTa8csdWuoYeszULid3hxw
2	ngram6_lower	financial crisis of 2008. it caused	1GcJLxeALhBXVpce6azZfAXVpETvEuwYzA
2	ngram6	Crisis of 2008. It caused it.	1EujcYiyDWSqLpV488UgpszsvUv3bCCiZe
2	ngram6	Crisis of 2008. It caused it.	1EQBssgeWupfGXaF2USL6fuqfdUZuki46u
2	ngram6_lower	crisis of 2008. it caused it.	19PYA4mc9uFLFaLVqog1uX7VpRf83VtoZQ
2	ngram6_lower	crisis of 2008. it caused it.	19VqVxuoeXNFkVMWwA2NQQJE8GWww6s6G3
2	ngram6	of 2008. It caused it. Really?	1E9H24jcvhz3erAGQHZrXN5ix5oBgCgWvw
2	ngram6	of 2008. It caused it. Really?	161yLG68rdxtC6gym6eJ1jKZjASxUNDuf6
2	ngram6_lower	of 2008. it caused it. really?	13cDcpgoUPsR7Ndmi6e32peJNY8QAo9v3d
2	ngram6_lower	of 2008. it caused it. really?	1LW4aGCJrN2RdzqF6yjr7hCvhi8awFseY5
2	ngram6	2008. It caused it. Really? Yes.	1N3XgpPHjxxSdGd3NojRWdfBUfgCYJViCd
2	ngram6	2008. It caused it. Really? Yes.	1DbZAY4rB9gvHkAPzd1znZzivMpUkUaFT3
2	ngram6_lower	2008. it caused it. really? yes.	19gnzVwwe9Px6RsWPwHcdmTD5fW473dyQr
2	ngram6_lower	2008. it caused it. really? yes.	1CduKFHp9517csisu91MrAtPteNNRJN7v5
2	ngram6	It caused it. Really? Yes. The	1J2p4xsi8zRKCHJQc1rUmKPYRaTvBAPD7P
2	ngram6	It caused it. Really? Yes. The	1Aveu3E4UjdZNKUJEiKXyMRBehmRw8A4mL
2	ngram6_lower	it caused it. really? yes. the	1Hjqrr5FN6tV7s5ZRH79ACezNk8nK44MYV
2	ngram6_lower	it caused it. really? yes. the	18G6ELBb5xssua5NSbPSiua7sfSEd79kQM
2	ngram6	caused it. Really? Yes. The markets	1EgN3cgRTHfJDcqrWPZsUYaAb2AwSo9H86
2	ngram6	caused it. Really? Yes. The markets	1B8DcvgxjnhT7sF4vjSaUfEsW5hZyLJuDw
2	ngram6_lower	caused it. really? yes. the markets	1rWLfmh29MNseg6ST7SQigRz2EEuNWWuv
2	ngram6_lower	caused it. really? yes. the markets	1PbJ9iVaDi7MXi8XVBmcoR7rCfN3MvdmvS
2	ngram6	it. Really? Yes. The markets sensed	1JVCP1zroJ3SgbEjswA8p8rwMUM8r4cXeW
2	ngram6	it. Really? Yes. The markets sensed	19pG6oYUUdX8FnJkSm7acWJ26WbVRtws16
2	ngram6_lower	it. really? yes. the markets sensed	17EVxWzjFh22TVLQdvjMiQrYi6SUuoKzZW
2	ngram6_lower	it. really? yes. the markets sensed	126AqpgoZa8vs4LZaVFteGW1nhLGJSG6nL
2	ngram6	Really? Yes. The markets sensed Bitcoin	1M16eK1wHx8XgGQxK7LAyPxVm19RxCBKCF
2	ngram6	Really? Yes. The markets sensed Bitcoin	1MQwxXqXYEteYN6douH1asbn7PWvZ6ixM9
2	ngram6_lower	really? yes. the markets sensed bitcoin	1CXBYZp8nke9aHTwyvp5SMxRMXaM8XgGz6
2	ngram6_lower	really? yes. the markets sensed bitcoin	1NYrJi4V1YStqrFaxoGvtvDiB4nDcpBH68
2	ngram6	Yes. The markets sensed Bitcoin was	1NMoFVcS2HVNFC4AkDm2Dm5PAsZUg2Ua5T
2	ngram6	Yes. The markets sensed Bitcoin was	1Eb7LG7kSbKVuZxGLSS9KsywWMFCNfanZc
2	ngram6_lower	yes. the markets sensed bitcoin was	1Ge4NMRarjZgVCZ1bfADFkvRzKmTSLXiuN
2	ngram6_lower	yes. the markets sensed bitcoin was	16R25b5Q5VcKeyRFGqUBxCKojT5fcyRsrZ
2	ngram6	The markets sensed Bitcoin was coming	134vtm3kxrmEC4gpyNRShjJ8ZaSMH3LHYQ
2	ngram6	The markets sensed Bitcoin was coming	18c5Gm7YPFhgxfCMFUPLnkLf1E1zEVkYpZ
2	ngram6_lower	the markets sensed bitcoin was coming	184gQNHz9j7kA1Gpvyaqmrb4i2SxCZ4gEc
2	ngram6_lower	the markets sensed bitcoin was coming	1EDMYaeX9uhVHv4uSWxZEgC7E3Reewij61
2	ngram6	markets sensed Bitcoin was coming and	17L6hNwE3EU5ZzeCgFhhY2JuxF9tcbfDiG
2	ngram6	markets sensed Bitcoin was coming and	1BuBtWTy87ChHEhpNSSpp5kDJwKjC9s12C
2	ngram6_lower	markets sensed bitcoin was coming and	1MKfrcn4k91xDYykNgmYz1jjDri2fRw3JK
2	ngram6_lower	markets sensed bitcoin was coming and	1D3WfwN1bLqEP2skWFRRbAkbmeUM1BUC7z
2	ngram6	sensed Bitcoin was coming and started	17XpZiGLEvxgP8ykyir1iE7tFddVYyPB9d
2	ngram6	sensed Bitcoin was coming and started	1141TKowqsHQELXG17GSdYiVwGchLufZeR
2	ngram6_lower	sensed bitcoin was coming and started	1AGiJg48Wom9ECoaeNX6oUnuJ9iopimuvh
2	ngram6_lower	sensed bitcoin was coming and started	15EzUrLCdgUVa4QvUeYqtXDXq9qkp9uk9V
2	ngram6	Bitcoin was coming and started to	1MpMyVWM9bhvpdfuTTeQgTFhNQkDCiWjDC
2	ngram6	Bitcoin was coming and started to	19TFS9vzevGRAzyogMwpJH5XNQN4phtxf5
2	ngram6_lower	bitcoin was coming and started to	12S4hQ41zvDVMXxXzPMaxunT6F82x8Vi2G
2	ngram6_lower	bitcoin was coming and started to	1MRvC1ssb3yTgPHJ99s4Fg25q9UcTHTWz2
2	ngram6	was coming and started to crash.	1LkKyJH3T24mq8vN1Q6waTwqFKeCU3YfK7
2	ngram6	was coming and started to crash.	1MchbyPQWqTCX9umUJvgGEKpcP3zbWM9Bq
2	ngram6	coming and started to crash. Markets	19drpnGW6ZyRExDYXZpPHM2bTvL7nJw1Ci
2	ngram6	coming and started to crash. Markets	1HJDRKeVdtPKgHGwhG9FtA5YTkqmb9rpFh
2	ngram6_lower	coming and started to crash. markets	13vjbspqpgob2cfFoVBdt2aWJo5xncUFyg
2	ngram6_lower	coming and started to crash. markets	1LaDCMwFii5jnzdKbmquorpT3491JoMBB3
2	ngram6	and started to crash. Markets are	1DE2Yd2rcDMCNiG45YcM2WSkWEcY2icHzd
2	ngram6	and started to crash. Markets are	1bv95u34j9bwxg2mTcvaCMavCHuaXR3zd
2	ngram6_lower	and started to crash. markets are	1GniTfG3n75zRdAmG88KDTMgDNCPVpVZe1
2	ngram6_lower	and started to crash. markets are	13RicV7rpSdjT2mkaaYb2hhtR1U9aQXYjn
2	ngram6	started to crash. Markets are like	18N35uwYsM9CFxB3LpzyZiPeEYd57XRNbE
2	ngram6	started to crash. Markets are like	1LVD7GekfnhWP4eV14amHavLUk9MhkMdSg
2	ngram6_lower	started to crash. markets are like	1DmQx2KuQdRKsfqpPdmS63tWLa5KCGdXBo
2	ngram6_lower	started to crash. markets are like	1KpEVhfKHkuBNmXUC1qT3FW8pEfxxvrfGe
2	ngram6	to crash. Markets are like that.	1FLMPgjyYrBZkSHYPLngrjjFkSR3VbJbvm
2	ngram6	to crash. Markets are like that.	1HtD51kgcqPMyuvL9Y391R89t3e2DR2ceQ
2	ngram6_lower	to crash. markets are like that.	1JskccnrbjJBsGSiE7ijmqmug5Gpn13vqu
2	ngram6_lower	to crash. markets are like that.	15nep6BQeL4bxnA21pTMx7mggVExVXuuLZ
2	ngram6	crash. Markets are like that. They	1a79bS7MSKGipNXp8qtwneQYwNRqKjNEv
2	ngram6	crash. Markets are like that. They	1QGp3eGoZPSLdmVnijmpSMafBTJNLi84bT
2	ngram6_lower	crash. markets are like that. they	1GeBm6dBdAaYVJtyXxa4aTmyW4f98Vx5sy
2	ngram6_lower	crash. markets are like that. they	1FYQgKPS1jJRqTYcSvJFxLYrL8xFsCbqZo
2	ngram6	Markets are like that. They discount	1PTrPTUMemcJGQzSCe8xC5mqq2M7DmtWH2
2	ngram6	Markets are like that. They discount	1HemqeeFNYPuej47uMQK6tP31nRHvGhaHF
2	ngram6_lower	markets are like that. they discount	1M4V9XcaCbYxTZjHn4bGkL9J9W1DYdexeZ
2	ngram6_lower	markets are like that. they discount	1BwTkFzFfBvhnHa3vioHydk3kgvrvbPV7D
2	ngram6	are like that. They discount stuff	17usmj9qQLBwhHKaDCz7gbDniG7FoQdkw
2	ngram6	are like that. They discount stuff	1kgNrUaZjMXo1kzWbjTuEcry1zJYtsdyx
2	ngram6_lower	are like that. they discount stuff	13bLmyMxKj5wyQpXHKqpcYQpK7pxQxQURi
2	ngram6_lower	are like that. they discount stuff	19TSeWGJEpoLrxS4aHnk747bTqj73Bsh9p
2	ngram6	like that. They discount stuff in	199M7S3yAu9zzzidUdDcpugHwXjhBBSEic
2	ngram6	like that. They discount stuff in	18U1ikC3f3foqLLp54x6BBhorF7p9opEkq
2	ngram6_lower	like that. they discount stuff in	1KANfVQ5gQErd2umW2NZdBC9UEfLHKVJdP
2	ngram6_lower	like that. they discount stuff in	18439NtUFeFUdMkzpfcwPWgUuMhfb8KNnn
2	ngram6	that. They discount stuff in advance.	1Nh8qx6wJnrbN7XWpF3XqLKLLdFQxXeX2y
2	ngram6	that. They discount stuff in advance.	19sSndCfxZ6mBPzk5F6NzGgCByWXheTqxG
2	ngram6_lower	that. they discount stuff in advance.	1AyoynCYSgpXUYYEhudpixQfDmU6thGaGz
2	ngram6_lower	that. they discount stuff in advance.	1GZTuSTYKzwadWc5z6SCXqawUM6kQAngbv
2	ngram6	They discount stuff in advance. Markets	1PcpXcjiR19cVUKrVqXDHnXvxYTjN1N3DL
2	ngram6	They discount stuff in advance. Markets	17pbsVBVrgTZZjik1JSQF7yg67z2t4nj24
2	ngram6_lower	they discount stuff in advance. markets	1HHCKBeepyr25g3ycL8jrGwpe3oACTDW2A
2	ngram6_lower	they discount stuff in advance. markets	15nB28Z1NT5Q8UybCGH1umwr1NmXNTeEor
2	ngram6	discount stuff in advance. Markets are	1CnzGHa3NjZ6itkJhqcaqoASu5pxFLsyvC
2	ngram6	discount stuff in advance. Markets are	1M5n1MwQRhJnQXs2gKn3y9L5QckkRpWbcs
2	ngram6_lower	discount stuff in advance. markets are	1HEt9ZR2tihdjuYi5WwDfNhR2MegJJ1R5v
2	ngram6_lower	discount stuff in advance. markets are	1KQYYRFDahBg7K6VR4v9h7Y6W5FgyAxjD8
2	ngram6	stuff in advance. Markets are the	178hU8Ei6s5ZC3XMpvPfELj7VY9aL7Mjcn
2	ngram6	stuff in advance. Markets are the	1HdwJnYbbpkZdAuegoiha4wkHNWeACWdL2
2	ngram6_lower	stuff in advance. markets are the	1EqGSEuy1a6epsafL8EqcdJNgF7aewmcSx
2	ngram6_lower	stuff in advance. markets are the	1Es3Rnct6REnEw5yVseqP4XzgaS1KSqEqR
2	ngram6	in advance. Markets are the central	1FKWYZcpda8iRTanrGiujGzHYJ3dGGzoDj
2	ngram6	in advance. Markets are the central	15EEL81dtKMF6rUKiaJPY4EWF3WCMeEB9m
2	ngram6_lower	in advance. markets are the central	1CkH6rhou58W7RKJ7n5XWrX99FMqW1EhzE
2	ngram6_lower	in advance. markets are the central	1FEkxrNu2xoYKxWdftrBbE97rq5aaiZQch
2	ngram6	advance. Markets are the central nervous	1J6TzjUwhyvi5Wnbbei2bZtwjvVTJ1jkwH
2	ngram6	advance. Markets are the central nervous	15HgUarS2TFqvdmWAq6YR2HBSyQPubJuRm
2	ngram6_lower	advance. markets are the central nervous	1BpFRao48udz9kLoo6ozW7WgLFXkkoe9W9
2	ngram6_lower	advance. markets are the central nervous	1Nt2H3TFLJ1yRMvesC9rwz6KU84krCLFRn
2	ngram6	Markets are the central nervous system	1FUNJZVrMtr6w1kT3UWB9v7SkYLFseRx31
2	ngram6	Markets are the central nervous system	12wyHXJTcfhKxhsBZMf5Hug9hWTLUtMP3u
2	ngram6_lower	markets are the central nervous system	1DxrKqT3gwmjraMPHHnDnBZEBVAhfTWgXF
2	ngram6_lower	markets are the central nervous system	1DyPb1af4GmqxBCp2nmkuv4MFu65obMAvN
2	ngram6	are the central nervous system of	1MDV62yeW3xz4ryX7BamwpuyrGa8j9ijE4
2	ngram6	are the central nervous system of	1At2kqrhcXSbKNxbnKSkUvyZrTX7hqSgqX
2	ngram6	the central nervous system of the	1PHx76RtqiF518JmZu4XAeCNzDacHTkT3F
2	ngram6	the central nervous system of the	14hzctFfyKjbJdYQDwFHuLVHVGx1pdKDCo
2	ngram6	central nervous system of the global	1GvCaHLayA1cfbdxA5myjAgWr5bxBh7Cpr
2	ngram6	central nervous system of the global	1E6YP6piFhhMPdJRdTpHgCJWCcZ3AqnYuP
2	ngram6	nervous system of the global economy.	1NRfqJwoM3dRYCddsnMRBetUKxC5f3nh6C
2	ngram6	nervous system of the global economy.	1PfH7Sg11X23oqRg6dJwJ5aVrRhXrxiZAW
2	ngram6	system of the global economy. They	1QGRH4Ky7wneWg6AThZ4ApbaRHrHjHKp31
2	ngram6	system of the global economy. They	15AZ3VpeQc13T9yUds5o84ScJPcVaFhTzZ
2	ngram6_lower	system of the global economy. they	1CRAPUvdRSJJFnJhmT9zms2s656C2q7Zm3
2	ngram6_lower	system of the global economy. they	15PdoFXTzSvdBEh1smD3GbbH9bpbsDPYSm
2	ngram6	of the global economy. They are	133BEjJtxuTghWEttp2pR3pHdvozME8Ppi
2	ngram6	of the global economy. They are	1HTWpGDChaBPW6CrZ5CpgQSeFcmi3TqufW
2	ngram6_lower	of the global economy. they are	1MhAUehjiRXyU9i2uA3EPzoejNbcAzFoKD
2	ngram6_lower	of the global economy. they are	1JwNr3xNon3ef54zWFGazHQTJ4EYzNDUQY
2	ngram6	the global economy. They are the	1DcpAzjajWwYB67LpL2mSjt4hVbWa81YCb
2	ngram6	the global economy. They are the	1PNzph5vtvM2Vz9YJKgg7mgJYSd7r9EzRt
2	ngram6_lower	the global economy. they are the	1F9GsVsGvauVbmDPPuEKHwojN87VbBCT62
2	ngram6_lower	the global economy. they are the	15mwYm99E4aS5d51Vk3SWnpiwW8GUH2V77
2	ngram6	global economy. They are the sum	1AcW78xPgeiRtQFE2NX8aQsgM543wg3sPi
2	ngram6	global economy. They are the sum	1ELwbYcspAr6XdA1mAoUzsfY97uZ6aMa8w
2	ngram6_lower	global economy. they are the sum	1Dv1UXSPYinUEF89GbNZrr7pjgmZ3fVfXA
2	ngram6_lower	global economy. they are the sum	1LwfnZuBtJ3V1r44Yv75zqeVVxYsDH4qmx
2	ngram6	economy. They are the sum of	1MWKN6bbV7P7iWRUyWrGURmtsEZn5i5wMX
2	ngram6	economy. They are the sum of	1FG9CK3xLMF5YcCbfTxPUdQ5iG9NHsR5oA
2	ngram6_lower	economy. they are the sum of	1GJ3uLm4R3vk8qLbTcFzeEswthmi6pjuej
2	ngram6_lower	economy. they are the sum of	1MeE5XVFEv5NVXACKk5jPinSGD39Ue97wN
2	ngram6	They are the sum of all	1Q8PbJJoFhVdpzsMtNnKpivDsggRG5Je8X
2	ngram6	They are the sum of all	17qMG5Sp6PpFS154rW8WS8m7cUXQ5UAHZF
2	ngram6_lower	they are the sum of all	1KwFBA6suy2pTWJCVknCuUgW4WgDG78oam
2	ngram6_lower	they are the sum of all	1JMNfMFq5KgRj3vEvqRMkKTdFvuPWa8JCk
2	ngram6	are the sum of all our	12WrGnmAp25ixTcFUMFNeUTbXehz8jc8mZ
2	ngram6	are the sum of all our	14q9tDQhWVaCR4YSbaHRvYmhZJtrhvoMVW
2	ngram6	the sum of all our neuroses.	1LURNTByWKctU9qabWzrYdfgk2gFrbhnT
2	ngram6	the sum of all our neuroses.	1AUAWVTyog64tFnUo19B6XZzk8e83nmfVL
2	ngram6	sum of all our neuroses. The	1BuUFhAoRoMsJ8CMRchUajWfvweoEpgzpe
2	ngram6	sum of all our neuroses. The	1PgTeq2JpK8WEQjBUHDz5iLtpz3Dr4qRPJ
2	ngram6_lower	sum of all our neuroses. the	14TYKWLSZaa6WX49F1sfYhynuKn9kE1oa5
2	ngram6_lower	sum of all our neuroses. the	1WZg1CEk5w4kDMDzFAq16dGk29jxxFfhT
2	ngram6	of all our neuroses. The cypherpunks	1EX8QWnh3UKpsi3QgxRDHxhsdw9ucbsAUJ
2	ngram6	of all our neuroses. The cypherpunks	1FZFVYRWtxbdFn5vkpFBePUt9LJucbZRor
2	ngram6_lower	of all our neuroses. the cypherpunks	1A9cxWkX9bvMvmn8SNiJorgs11eXMh1dnY
2	ngram6_lower	of all our neuroses. the cypherpunks	15L8Mb74ft7wx6paLbPUsrtTLxRVuDtvbf
2	ngram6	all our neuroses. The cypherpunks were	17LhAtVCupPYmvb3jLWEscYhxZwHmZCsmt
