family	label	len	qscore	string
letter	ALL/mir/L8+0	743	-7.1370	RMewpafcseatepeeynnISosgrttrrlyenrmhauhitsorahplrhtfrcglobblnrxtaerdeeeavsiidmelcaoooooronenhTbpnnsnlnneeohhenrcmfccocyvaoereprnhflioeshtesyaoizmncronlnTncaolenvevdehnciaeoeioeLNktleerlfhohLaenttsrmrtsuvigtgyilygoctrieodosegydtMildstdaiynfebejunluoboseyaneglvadcsnrfntltdnwooidnieoneaebsfeetofhyloeiihhihmyxtlhntBONTITIYFOHASACOIoseirdmasrhervsUnhkMacwaaoiodelrrngdeBuprsglResicetrekroynhlixweetgnoumsilneachtfaaattebayoehtnthaoutaktldaepoeaicuwbotnbesinhneysehsnhatItonlaorsebhroietostrenMpdpyrtnaeehtaisnsnltbooulnorheaygbtniscnoaniuywtsarrliioslcgernBaebfrlortetgeornteoGdlfiatefaiishirsosftehiiunilotxnGryialEkoiNtawilnvlsgngspaeetcteatvaFpycLhmcTicewrsivndoecdiaedsccitinsebeonhieWrrdsraroolsplnratewseesrmanlevnaeiuhikctmonaydflFhcsiesIO
letter	ALL/mir/L8+1	743	-7.1337	EectehsnadeirpmvriedsdlnaineilrbieosnstoeenistfpotoepenasfyaiuesnsarbhbsoiefespdnrerticusekigespeotiioolhsstwatiyntesimoenlavuwatfesyhitteonvcoiaiauciloeenrmhhiitonctiewivpspgrLIcaitmapngttLcmoahieopssnrltsneuulrfsselbseltrnannrNeaesnhflioecnroulsLlfeceyanieltnaiiigoseseesmesoaovcAlluanohdsgsSgrkbsotettshenataISIOAMGDESCTPBNTEStimnenicsesdpaleotcrnddhhdrynkraewnnzediirirmhaonoeelaoyrotaooyltAdetnoaraimdtwnoSbeaisyhldveuoSolcgeriIeinhonzlntfslhnieonhidalaewteittideiIlvtpumtcttfnitaoenaeannloatrznsnsgdinepowrieoicesvbunyribsSiseyfdystgoetfrksmuinhaosnggoelheIhenhcaeiGtdnuglsimssNlihhtihnonrtldoehortaiyurhfmmarltsMpradiinniniohghIsnbhaeLleaistittnsveerBeincbgnBcsnueasefaolephiTmesatasebpscgoeoiaedpeiwheuuyogtrescfoTlrosocemleoaltaaBteXC
letter	ALL/mir/L8+2	743	-7.1187	SvairdriynhwaaoeogendnuiebipelerrtoohdicmYyvasoxfdhvxnisnocusoyuiueoftsiPxmeztdreusestyoneaoirpulkiohicltntnetofliibefolpoowosoetetimTsnhsoarocrgdfstmimcveurttotamaneofyfrnppnyAOuiraowmaferIiePitmvrokaaelirinqfnattuntmsclepideeeraehiatfesyhinuieonnieznnmdertEsaehefnmeserleentttcrtyblqiittoldnyrocoecgrteiweicarNUTMFONLNUTORHNINYSdmotarsendsdfahsoaeenlolnpmaaaPvoeaihfreeBeoeHcetGvanfnrmimcTroagnbygrhtMtieiourleMrhuatlIohbrltleihgMssrattailrifnlsinnnopoeeeNrtghlgswnnteolneoeneeaeonnsbdotspeieFiaeiesenaayuishotcvcmondatbieasgirhrsetftiontknfgseuhtitMleornlvawilnhittepbyeeagnyrhndaoogttthtikiaibewishesMotoestuetpseieuetagaiihinssatdiertersohLxysxiuiyEideedoaoenAyseuohfskdwCohotonartknrttsyunervcyemnahlspsosecesectnfcteatdctselssiaoewhtrOT
letter	ALL/mir/L8+3	743	-7.2268	IoesdneosatlhHsWfnbanaotWbexhiviusrkonbtogleeinetncoenkloaadeslsoapooerdeeihienadtuzppggIhtcroosacscwtyadiairctfesbeifndaciamiTtneieokeigohyettoeearitwrnidtuiscnheeivcregaeriibSCbftmsaatAtoBrhyfidofhnlfsapatoeeagnidenueiaesrrpBtohhtletetimTmiocvceitbiiooavssgrepnmeiyothtozdaidataigaantolstlnilewatdtnusbhnmaimaISAESNIOOLIDXCABORlaadsscllietnmgtaomtraohaohriFleedefStfshkyVrnltiyPosslaoxwitethrnadaifpSkitzbnooEltesaMtatmrsclhehftodeotofscloabooeeooiaiagchktPInmlneTuoahraehyvorhldmeutonmtaenotyfchneevomearrtcnnsiesniehaorntnnmecannsorhGidneonfhttaluscmtoilirakligksihOetmveeisesorettnryntiocsbwgburowyicciynrnehsgshlhetibttodsyuseuyedvegrotctsoataBoadcvinmncsNbinbihoytntraoehtsicoJtsnetsgreouhaiaryiuptbkyolehehyneeausarMdnsishauicbtrntieTI
letter	ALL/mir/L8+4	743	-7.2350	ElpenaucayulstnseieyiksteacetwEedmloJebisnllmeossaaldoouienivslwccpprsaycrtttgawnaaromrnytltsmrybaetnpgrloihoatetievceonoevmehraernvncneitcbsoiehksobrsaagnaowlteervrotennhdorcSETkntitrxsnawtecerwnptwacoegewnmrtusenneonrfghruisyrlcgoItneieogstdsieponevtmnheaonevyaihzbditaiiythliitbrlfoacuaeiaopnetdsiiorttitttduORZDUGCGMPHNHBWEEElrcnklraeotcaeenenrednswgLgahruclgbokgodtclrfolirdRnltltSisxibnwsigndsepscreirscdnirnacyseitaltacsgtnvehhelfdlaceehishcimcttsnnundpieeiHnFMnttSdteeDutlyAggIlukahhacaefdtabnniihdeFaydonthrdolneteosiiftteeoosoteneacdiotaiViLtnanehunannapOatBrnmioolhnandcolndionefbcudryntoetealitnpioortfnetatmuVaatciartehglrrnvngfIofitdsMcbloissioatrrdhidstrslIiahNhkgabtmdSiackineniltctdtrtoeguncrlhTltslhkvtihaheaaBtTeasnonaiubHSB
letter	ALL/mir/L8+5	742	-7.1002	KdhcarqttnoaoierrvvcmcrelrnneenhmAeYneaBriaiaciioresncoolsivleuoteagauetnutreeeoencarueigllitrdgotkiemreocfttsneinsonecatedowtahioioooerrgeebrBhtatfgarwhfeneplichuiamipoiydcdaIXIcostaoeiihNfmsniyarisbrehnedisdstiriihdepodseoeotayigtraernvnnonnnthocuviaaorWwCidormttistedhvtlltofhsseiocstshvwtcpehteabryihdaeraegCEIFOIADTSSATSNHLVuasonaeyscnestlarroPlessedissocnlnsrcndatoeedyeheaXeiaeusstaBlueiwniawnarawhneieaihaiseuurnnfaeWndneiogctgFonorsnrtldttlolaoaueBeeiyhttroylrgrlinvitsoirsenyganhctstnnoiyheeitrrlrscsecocTenclimmghIoyfeaysmprFekribeeedsmweanIwJiGtfupauyuXeIouiocslbteeinmwperrwAribtmnulinYpahLaxigeofDetoihimhaBethatrctrltnneoieiyrttoykeiniapbxinossieeltoeyuaoltnmtctcnwbiinlnbscritocanicnfetrtnpueuatyafsatrdsdtsstgwdesRcialotoreFI
letter	ALL/mir/L8+6	742	-7.1024	XntaeanisoyttheaeiaaraugoeewvnitantdilreohumsashcersaolslryierflibsneapreosoncvttreedsnorliBaoyrltaBvuevgtnlsnerniuleheeycnrspwncmflclGetnnlopdtobInnteecittvaiBntotwebhmtpigllHIBuioshfrnsfOeAioeryafrfectiknrenanmryyTshssndvphhrCaMenahioiooiciaocteteothdcetosdnloutrtiItneresuagssnanatenietrdatustanwsaefgnlLemeaTVTOIEFNANRAEEITGEFpaLaneoutetrsshroCdimaklehiofiiiitaoieeoltgrnhspetmohfhhnsMclohhoimseoeeJftipyhvkweoebgrtosopesuliezNgefdMyoVegiurllailtontwohbdtdutmneFraenoEsealsatralhumnlanrotiuopcbtvvdauulsycplscesnatukoiddecuiPwdntbaybautlvpbntinhnisodltoelehfeoTrntoositnirteoaotetaageeeaieaodgdexStemoBieclbhafgwpitckmitoiyosoefaovdnshrecortoslixgmyohocnrhntuocsaoeaahitiifaieaBDalolrooknmsbineaotaaiiephefemboureaatyetarnnekettrnGiocthAN
letter	ALL/mir/L8+7	742	-7.1320	AailteoBcghiyssehlhtuboehhioiodgdionponhfttseeotehoettlfieldspolBsiifcpetnrfoaoylubnnnedeawthylegameesnoriaadaioioafitecmnafaadaiynfeBehiioblneetteiisghaylsogfeieyneRtttsprnipTFsclceteoayoIlszmhetwoeobinooaprawarurgerTenaaostwacSseewncmflceroscepvirlntnevhlinuethsoehfaacanumednsidevsliBraaliisdnagniemeiapycetsINEENHSAIIEDVBOFNperssbirRsimooyKtefcnhorcncfhtytshoiWlrphgbaoaanexrasetuBtiiniicttrdapngklgotoyrtlcnhchettndasyriburwteaeonIaBdtnotoiuhbisvsgenwiieebgeutMantidfeeHeeerbtattoiyBaetubtminduainnOoadaiylunldisidcshaectbhgfnoameaatbsaipnuItatrternCunseltsrtUfityctxeulosrcnrncshenuwlrBhhynglceefhiTodKtlateonoexiniaescBbttpmolsoeetteyareioeaoonorttcteesitontudyehtgsadmolnlreetasaetrnifnoealgsfhrhhrrTnoroomotrMnnekeraiisrYiICietntrtCI
letter	ALL/mir/L9+0	661	-7.2158	ReasnrnBeewhteahnddaseohrilvemnoasitsiushfxtaestgananveptnuppaapvimhtevyaeepmeoeeiiorglaniiyrotaeaoftnufcmlaedraratenocBhtshbbpemifrbaehnnuuwlBivnnvtpmsospiSXBcltoaxisoLceyryywrsafenkayufasrygibsigsvsdneocgnwafeioncouuoeouonyydvaCducieezsIadeedttgnecyafcnBedlnopsnescnoigaxncmuCVETMNOMSRDSNIOEupsrnrleceovlhanodhwhlogsoyreoeociprrBVfyheeevstehthacenehrntgfprJoatoodiwhtsatenssnStegezeterofnVtitfostiienpgnebiethlirFaoIoadnaehtadAeuorntahsitttenbednsiurasluuomnolksgyanifPfaytooeabrtfnosiaghMcaitnrlwkauTfoapeisnlflrscwesshtnfbihetbbopSftaoipolaEapstmtnldgtcrotphayronttescfyoemtuaoxhcieosrlotasuyltianootabBeeskekrkioceatnoftphbneeoaoeyltanuTeMegnsalsinlinitrTB
letter	ALL/mir/L9+1	660	-7.2088	EveeaaosdhlsieenennkrghteeiEhaihndbirhtatoesrrecnsoeiisxsiapgecaoxitecocrszoundnkormdrgsihtgegihwtteiiaoiodoenfpwenrilesthoceonzadaogtgTeetopieeoaioihteppicIIstiasrenyhLiheirtmpklohiogeqeuirrrlmefddoynetlieedhftenirjoecpceleemaewsndahmhiiftelzyladivtgloeifholacudobetiyfiyeiidgTNNAOIGTNEABNBEVFrieacastmraaterCncdoaLiitlavdbrorpieyrdnncoGolafBntmtbuhtgeyieaegedincakntiuMsroatolhsnetkIstloodanioidabbooasuhiswgmeteMtierSieHbcelyshtteothttbraahaevnidyrFcploecsdcucynetiyigoeessFbtaenoidttcntsnJlufeaanyoUeceOmctulgyedmtciityeiaBtrigtYxeotMcnecllmtgeiiiiaatttytsosuledeaartootohiiolbotsBdcreuniceoslhsiaChgwaeietncconrsnhccasadatuuhnmychsaeMiotrhtninmlusaGtsBteS
letter	ALL/mir/L9+2	660	-7.0947	SopceecantlohsyieaicuetnphwntdmshnbBotrssnsoeoreilisydreuocanfesPetrnalnuurrseoeacsryentowprvrhtectenocsfnntcaeuoteoffeingtelliigesfnsnevdaeafvtmermbtavnrraHFkarmtoraotIrcneerooncetotnnettmuteturonagaeBryMetnteivoeeriveotrscnohWoianenitthlsroiluenoriritlsottittslkodireemheateaIOOFNCDAIHPHAELEeentsryuiepfgnrocadlhgdhherPegsaluiekleraintPnihuyoiiilottdbasnelnmebsevcaahayutdhurlcdiwaisoeFyBelrbhllhnenitaowyetnetntIethtlseetehlrltsodmacouyoicthviagaaescyoiverntdauinsouhnssnoryasokedenIliiutwdCbovrnuetghthnoiedunsnnonilgrnrerfnawnneelrsctgetamesnhpxwrtbaaibgisegnveeheoItriLtxBbpytrrentetodBshroagtfweknerhmrsasorapuutiegrenpgppTrueetsrrefcaasrioeeaainecahiHI
letter	ALL/mir/L9+3	660	-7.1542	IlhatfnyauatsergbymaoriixteigroooeaefoiaioichfpnkulrlnuyscesiebiertooedetaadnrsetttolnoicnmeoosnranriceefoaynrvsTaimnohsiignboorektnilocinnvgniaevaetiireodlTNcitiafohtrBesohserharcngsiorsnrcsnnnpsaendpyaasssatenocbnuciheioenonrtlvtapatreteetitsmdacabeasbntsewaiyrctsbamhswmtaesBIMSGANIOTRCWHGpsmosleoshddmearfMnnoweefdkaelntWBdrhcegasoeyReotormwxBlceAnddwokliizrihlaerscurneebcanlrtrMehgMaozlaetlutinatownearIihmutdnatrEesmnrtiaaoabnkhrtplFfdytatsaedryibrciheaiebbroIcbcirnopaatgtncebusutlLIonegliaafrtntirisxGngiaiaraNonoAelsoibyidcioeiiiiKifuhfiweapeiahoBnnnshnootbtrftoecssacamrweemaintcnyitaatiedohcilnTatibrtrbyolnnlnamuenersushlfutacfshsaamcshecrihawtbFN
letter	ALL/mir/L9+4	660	-7.0764	EdtlasisyotyevonecrbgabeeendneokJerhsnveeihetexnooleliolwtbiehsdcusfmprdacenounhliaypeksteunestioseoftbiecemeaoirhcyiyTeernoaccohaIinlmngetoeithriwRcwfadclpLIuftthefgeotmimtivfwbeiitrtmdaaosueoesnsrirstCSdeienrilecnosttvbfzimoehllseymtonsshaveuiotttsnveailavdihgoadaseitintrmttSTEUIFAFCOXBNTNoimdkaeRrssnelhekreasslconalcliieefstotoeacidXmeryrxsacietganaegiattieytabMeaegtovhstWuuuegdhtdIpnioerrionnicatenlNPpyteainongofrueouortttsounnedneyfibuhnnmhlsatwtstTnshvtoehetsShaembewtndaepnomhainsragnlnphseeisBuotodaeneonfsotiwewonksrlglnhhylxBdyhtetogotMutVttcgiiuetascnrggrcryiytMigoeednoshiegAbsuehcskaNtanoinJSnleseseiaialieiotireeoeTaoonsnuittrtotsTRtCFtenueAI
letter	ALL/mir/L9+5	660	-7.1567	KniphroanyipmefivausnebcnvoeitronlnteyemcsthoveoosibassloisdbtrynordsdannenocoItlBhbplceivsehnahtnimnieceecolwmhanilsmknrtiyvotetbeoiiraftslhoneuteneyghdgieLObnsstlnftwfAzthmotsfbvliansnwgftdedheotpriorclahlteoffeiidncpoleitacvgeErvrusfoetthrnostaisaeauiouhrlfSrwtewihtehieeenIUADOESYSTDHSIFItdannnrsedtatsthcernskniyaFuniodzhfdtlaRhHtratskonoitMiwlangisnsrMienprfSetnsbtydorlesboghoecfneoalcnuobhiomlnghaetdiughtwuMrndopovDstbeintlaaapniteocdeseoirldloonncsirsaatgdcisrcestmysoiebvpisutVaieBnriuuetthhktooceteeheecesatdrgushicdudgueswaaoorrsnrtfnNseeueissnhytlfltseenyeapaxasnxncviiisrsobnndyoecasrhcflehoodloadstrncbepoyytrihehslhybmvetatdeecscitstIllorirhCO
letter	ALL/mir/L9+6	660	-7.0985	XawedectohepoWevatoliWanwiybrslYioieYllaaorthodclfbyuesulBrrfeatenietnwerboiygylitTsuaakBenltiitsacyibvnheanoaetwafeioceeisnrtihotrcmwahilohtcehonhifenyinorACkooerpaAaNesnatdpirourlpwieayrtinhsTdlesuehaieetIaimnohmtnoeuLibvadeeitgeoohrgmoideaoetdihndelqtcstaosyeetnnhetbtaLchaNSZFIHIEUINTEOOSSacoaiasnecssKntatdeacormircihgnitoaoblmelieeaeafaSssnxyorinmpmatkrhiytollrieealImaaeiacitvgeoahtcasitwlsoioosndeknedbntsTFleiateyetarinnuIglBMaeoanpnensviruanphnooedoedhemdenbietynauyiGniliiketientnsoohfllrIngaItytGevlttrtmdenranritounonioioeLmTGueroeaoitihmBmelnisrreoeIivviryFeLodiioisEvsonedceiieayseftatiobptcmnlsratgeososecrrtahswpoltmoercevsykkodsBeeifaataottIC
letter	ALL/mir/L9+7	660	-7.1071	AetrnutsgtrassrihSdutereolrrumedphomgliselodclnolofcdvefleaoosertifzeaotuottgnglwhepsbtaenoldofldrilseoetveoimwpdhftenoGheoaeoBttcuttswcyamtstctyetorniprigySTciceamtnhOleoiinrfesneaedrrllanniTroelerohwMNahorhcyiyTsnaclsnteihnnnrsndltninydencwmnilfsinllnateatgnlnhagitrstdlyltrIRIONTDNLHAEBCEYlrsLbmceiteryUoomelmradprhoisnnaSgdeggronlhprrlnltsniiorhswiauohScwtohnrEiaohbhlttfprhlefnogedntslrgouslecltviiehuetesigenyatlvnheiseofoegynynepncnoiazeentuosescdcclncnenmiatigmtadoidthertalrshawhrroeteteeoeliOentniymobrsainrleaeithicmayidwrtheinyonoDheoleltakaviidatomehddnehealhsteloTnycsncennobhosdduhnimimeeoitiaartrsntmnlovatearwisyraeolteekdteirtnadkYdoibntcrsXT
letter	ALL/mir/L9+8	660	-7.0192	McidaqicaiaHnrelIsnotleirleidAtnutconameppfnasatlsoailroaseorupeseeigetlorsprirangroyotmlocalcnantfeisliyopcvosanteivoleteoysrdenasirreacrrilinedceceotpepnbEIulemwasifIamPfwaaotsasgenpiungeiyeescahepttrrhgtanilsmgoisnlninvttaaesoinesifibttanseahossoAbaosiresdipetaiogurhnptaaaOETEIGLOPSAVATNRlaasdislontosesorPioahnhasftrwefknehsieroesxteasluhiloTtwiodonrpsaftcwuonheceytainoytolhtiNaliafdoencfnehtlsshocnBdehelnHornnlletvlertemgnmieaseatumnrieniaOnnityesnlioiliohbrsnfewnnffrtkusrfgftmntealmnGoslhilpXrirebtolioishoopthhhttbtehhleueathxityifbtkrshahciniaoicspagteristvLotiksactidiiotviaNdtcuenotIntdslhsbiDtWantiinfogridftheelkcufrngsnhranhladaweryescoooteeOI
letter	P75/fwd/L10+0	136	-6.9468	BOstiehnssykBctaatuakcvolemecssiomratrlsnsrockWamooikCntifcetsiododroerooiTisycrosvhvecogspsaistatitaeiftuacptnmahietbhauioentstldeoanln
letter	P75/fwd/L10+1	136	-7.3598	IXtrnaeaieYeioasrTndeeofeyouywhtuesnioocebrceaanoilnhodmtahahcttbcssmrtxdnontsiocLeienonuhptsnchbanhltnohmloyyTayoeYblyncnlryhheesnisgll
letter	P75/fwd/L10+2	136	-7.0954	TIhuwcGnsdettmrhehtvtnutcafrpeienaodvsbiyaoknrldnnegosiascareacheohaeshiyixMsLtfoarnrtvlaaorhgoaalctiNgfellioGolelxoeiodkseethanafanyfio
letter	P75/fwd/L10+3	136	-7.1780	CCetatlcoisscitMlesastshoraohrnpdffaeeaopnrttslJTrwtlmtrstoosuoibiinBcicsniatoytlyygbeeygmryiBatdiahsoismafnuoxirepudnusorinhertsrnelobv
letter	P75/fwd/L10+4	136	-7.0095	OAbhsioiftTsoneaiytnarsenelseegatttcpilurkirroSahaaheihkiasuesinentdiosEcgcxhoihFegtedrteetinitgnkmetwntEboerBisoSewidrifaftiadoaodrirle
letter	P75/fwd/L10+5	136	-7.0770	IFiBnobaIRheigdrkducraygotlerptpheroanusiisaantmebseocaeglyndengtecetnvvoaBieksearrheoeholunbttiaBeMehgatDrrdictfaroglbnBbttnrtNnmsssted
letter	P75/fwd/L10+6	135	-6.9442	NHtionalteennatkeifeelslmhospuhearylntnonntdliriBbobfNdthlodadActrovcsiembimstLpcfeanrdefengycavmuuapepkhosyitMtttiugyatibhrgioitchatha
letter	P75/fwd/L10+7	135	-7.1408	IettttlCcamswnoetsfMtntoyeuTubertyilihcftgsebseeiipltofsttuyybnoesieoierpotaeoartoatidIltsitroieetpxisreenhKgcahhoeliwrhtiiuwnlcwoireen
letter	P75/fwd/L10+8	135	-7.0378	SrecaoFralaeadcthciaheebTsrhnlwateneceometsrateDtteahwiiIhsosydurannidwylucldxyoIrtsnitahssoiiliVewitsoartienoxeesndnieectseogieontengd
letter	P75/fwd/L10+9	135	-6.9719	TerortiiulrdssrsaonrermahunekihriagcagnoretsnstichnceaanneeuiBnlNnesnetbatoiaiettetevssneotcdnstirimhlotefteiiiLwhcngthmohwArisprmceiuu
letter	P75/fwd/L11+0	124	-7.1346	BXhtsoaCalkimtakifaevfcrlepbwrmsdeiuotttcalJhbolhattcouddnuNdsecsvmociyifleraiisghoyntaeVrtlNittoheinaeeeogwemilehatiwncagiv
letter	P75/fwd/L11+1	124	-7.1290	IIehnnlruyetieresircotoelsulhoeoapnnfeeoerlaebpaenmstsnabdlosaBovepuossttFretnsouaribciiiihionahnietTlrSruiihunenirocomosfbe
letter	P75/fwd/L11+10	123	-7.2440	OtuaiblclrBorMidfMhroeaasrueairnvelsngsskadTasbtwaiaaoeeAornrmsiEobtlacooyghndtnspriitveeiatgsEDsKnimylpwgyreoortedNtotenlo
letter	P75/fwd/L11+2	124	-7.1652	TCbBotFisYtcndktcnkeuhntoTniiuafcatcmrrcnsSmBiecCdasaydyyndchninirltitLyhafasvcnamtnyolttntswgkettpyoioailntacsitnilereiyold
letter	P75/fwd/L11+3	123	-7.2440	CAiitoiseesogtehoaenseohuhkstnftonhoosrktotiitnkoiriloysBoboidtseyaTnsoiecoteeolgeugrisaachthperfcyGxsftedghnkrftgnipdnnlre
letter	P75/fwd/L11+4	123	-7.0622	OFttatnidssiaotaudttsgmereshedtrliennbotrnrethihstkgluoiiteiteciwbioMtosptrtvnvyelntintblaeeeraeaoooittonnbydoatrwgslsaeita
letter	P75/fwd/L11+5	123	-7.1648	IHtcrhasiTenncstnvsrylysncwipteylcgsearraieDconomhehtsusthbncvodtonxahkLrIehetetoeiodshaimMpsotuliuBcthsctlosfbhuoitefnrshn
letter	P75/fwd/L11+6	123	-7.0887	NeeoeenothnwdraTtaaasoTueyenahriealcynialseiolgliatthetccieeoeieodiixetaotvirerhfsscicadkeaisotmlnriMhehebiuiBbierseardsted
letter	P75/fwd/L11+7	123	-6.9642	IrriaGcfResasarhsnrltbhmuprgpayncroipksdbttmietecdsIeehaontrinnrxyncisoytsenbdeetstanotnBuxtlfhlfedtaewiYenrniisAthnsosaegu
letter	P75/fwd/L11+8	123	-7.1162	SetncliIemestseetceneaeorhetetegtoboriteasaonwhoNfincaeuigtsnsetisgBmexeoLrgeodlhossgagaupihioeaoricxLheoddbtttwnhatamhrnun
letter	P75/fwd/L11+9	123	-7.2260	TsrwtoataadcahlyuetemlyfoephrtaaisauinsrnWnnraefoinfhrssnceaeorhccaiadircayterIaepthBtimtwmenfmbrygoiaoxuilahcheyhroncieill
letter	P75/fwd/L12+0	113	-7.1827	BIbiahnfeaBmekhuvalelalsnsetrntsloerkriemnabhnailstaicrdaiswoicmdcfFftvtrehprnclalmatifEoipGiteioiyeusfrosnactafl
letter	P75/fwd/L12+1	113	-7.1289	ICitrecIariideanarnmerlTkhphygieufrrtastorsledrgtehunoNsntitdnBaaitaoteeelepybosbiexhnstntyochweugwhcrturhtnocsoe
letter	P75/fwd/L12+10	113	-6.9587	OhhoonsteecraecatrsbefsplintyerbuntonorDoehfwtsaooscntareoiyixxsxroeesevtfsshiaitcepsfebsetostseedaeietggtaohenie
letter	P75/fwd/L12+11	113	-7.1223	XeBttaoRmdotrtodsatayaeuitdeicoastectneiiwetamsluucogensBnebniieiolraenehtotititaaMilomDheyxthhYdlrmnitwiesmiegbd
letter	P75/fwd/L12+2	113	-7.2954	TAtceGitlktnttttneeoceohsiaaeavinmsorltanaoaCikhheesAuohdcdoygilythcrhrddasoiyitakuiegthtcoBMehxwgiakahetaotnoyra
letter	P75/fwd/L12+3	113	-7.1158	CFtoalaclecgosTsctrfotuewnptanencobrabsnTbpcoteteasenlcieoexsatisyeteiboInhrnrnhdBpmtiaefouiaLopoitnobiAhrNwmiltn
letter	P75/fwd/L12+4	113	-7.2306	OHeicolaytoacahtehvtnhrcegetrdptonaidaWdhbekshtIcredddotviricbcsLipIvnertgatgisanuwaNnkrairtxaleunhdfbsnhdioenihd
letter	P75/fwd/L12+5	113	-6.9842	IerntbCuYsinrreuMeohoenyrtrisaahnensenaJeinhmasnhodbnbicentcoootosrtegedsumutdctatilogeelndciyerlgysBiwyetcrneseu
letter	P75/fwd/L12+6	113	-7.0338	NrtwiarsesndaeyfacuemsepehamocnesyktrklaBtioidifauayoenonehEmuisoLosrtnioaenoiogmetiwpauleiomeSidboiitetaoedartgn
letter	P75/fwd/L12+7	113	-7.1634	IeraoliesewssldfresgyuuhperefoigcpissalmihnlcfnaonyBtbeisrivptntkatLyhisnglicnaierhshrtmfrgiaraenlunthrhrlpsnseul
letter	P75/fwd/L12+8	113	-7.1205	SsusnFsdTnathiiiknslTmreuwoatlclirnscrSitogeNiicsdsihernosselTMhtyoagancleesagtvVitteotloynnlotntirtcoeiiilfdanlo
letter	P75/fwd/L12+9	113	-7.1887	TttntiiihssaMksnetyohoorbhufrlaooigtestecltooattyyititsemcvraoaeoecyrtvoyostsBteinhesoharKiTifocbnbholnnnsersrilv
letter	P75/fwd/L2+0	678	-7.1648	BTONSOIAHrshbtetuhiciwsoaecinohGoaFnnilrssftasdtelyeTeaktsneBtonacmnadtretcahaktaeiehthyicuttfiavneaktaehcnrlevusseotelblcnmTeaehsmflorersshcpepnseeulsighwieaeaontatmatrerotynadcletvpncrsitelblnosiuomnyrnesakntroitsokrdrcnrlakroitWlSreadaiDmnhBtonabtoeaoeighbakoefhCsiNwnihditaktiisihIfcalhcasoserudoteeassasdyiciAdohncudeetroonradhtonradvnoeiciesosdrhsiwoiEeyoycmliigbuTxciciMxmlsshsdyLotxctiLyrfhpoooFcIsaefrvrgethntasvrennetdricvrdtolteagaefhsaeespotnssrigoahnyiigicisotaltagviaanmVtlkueicmuwtteaiaitpteNwesignpofftkateEhrulbotalosicieyeporintGBtonoiMxmlsteaeotehlStsixeineowudteignbidyihoraeaditeukficisabtoefhseetrentigothaigsadoitnoielaatodfocneadhtonraeayitnnfrhgliladnoe
letter	P75/fwd/L2+1	678	-7.1848	ICIITXCFeeteitrrtBtonantratottelbliacaCiioIcueiRalYshmresesdiciwsoignsatdorsMresrlktaTedsonsufndacMresrteetanrosytmfhgoaeooyhyrteuoalunuoeTeyhrukwrpbihntehtpprrudhtiefeyasfrignaolcieaiaoenhgoaucncosfoepitrbnigerrsstctaesetabnasnssaltetnJmeioTeicirbihlwspnntelchloteomcoadtafamresntsgtnatltehoyueaonyuhsdyicuebBtonnntigolbbteNciesnsiciesneesmBtonrcnietivetxcvrbdsopannaotoiBtonaiaitteeasokoiiysaeotertclattLyroeeyratighteebeivneodsoeeIsnyhlnugotehmlsopruittyntcsibrdnBtoncatishtietbdaeiaiBtrnaepihhMxmlseihtohslnigroosaethmteemaDnflfrhtonrKeyudgiyoiciTxcaiaithLyrfhwoeaoheprecYuolnbdgiglnlwtyubrhnsnhmcoBtonrbihlitiwrntuAyhnwrhernihrtlsetNcpesnwrsrmomnnsiciesreslseigoteulbenulvd
letter	P75/fwd/L3+0	452	-7.1594	BCNTIFrtbtttiownaaithlainarifcsielehaessBcnsmgdaeoaMksekhTysusfnvcaeatctlruyefeolomhatsolueoseprnwebsnhhepauttmfraornncltenasneolcsoooyiebkgrrttkarerbksisltenaemTBcnbtlapitbcoohoiontdaaeititftleaysauytsaiaeytinoicletrcnsdioeaenmioecsehvwxErosmaiauoctiamisedsoocyLefeocFtsyferrtittvbnvtoiorIoyenaohhesprntrnosnriBcnotlhgeadmilBenmpthamiettwsiipofaahEeuaoflrioeKpuiiGioTiamitLefeoSoipicoodbiibnytobenihuoiosbtlfienrAtnohansrosnNeeawdrcmastirraltiftgllnnv
letter	P75/fwd/L3+1	452	-7.1632	IOIOCHehierhtiaorcooeolnclisIaetayserteeiowciasrdcsaealeahdcntfaaertrhernvssmtgbenyerhuflrusTchpkeplhgeipernhtetyrfygdoeipiretgbuocufnpnraitrisotdsnaaaosWlrtdmDohiorbhesenhlklfescwdhftrtnsgIaatcooernoheysudBcndtnodbtNoeastirnvsetiroiriitivydcpinbtxBcnxastsaLkxiiartptoaILeovyetnhseeieersvetntlggfealsptisygchbiniosaasaiibnetiurcewhexasphNhsnnrfsktetrmbnafstireyrgtotiocxashartwlaseeeeuunegnldwhuahdnecftirbhetsrtunhgrhrghdlttipanosooenhcnsesienohuiedle
